,Unnamed: 0,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,Genus,Species
751,751,Ag,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,25000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
752,752,Ag,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
753,753,Ag,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,25000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
754,754,Ag,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10000.0,6.0,18.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
755,755,Ag,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,25000.0,6.0,18.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
756,756,Ag,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10000.0,6.0,18.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
757,757,Ag,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,25000.0,6.0,18.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
758,758,Ag,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10000.0,6.0,18.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
759,759,Ag,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,25000.0,6.0,18.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
760,760,Ag,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10000.0,6.0,18.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
761,761,Ag,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,25000.0,6.0,18.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
762,762,Ag,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10000.0,6.0,18.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
763,763,Ag,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,25000.0,6.0,18.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
764,764,Ag,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10000.0,6.0,18.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
765,765,Ag,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,25000.0,6.0,18.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
766,766,Ag,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
767,767,Ag,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,25000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
768,768,Ag,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
769,769,Ag,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,25000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
770,770,Ag,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
771,771,Ag,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,25000.0,6.0,18.0,48.0,37.0,2.0,Escherichia,Escherichia coli
772,772,Ag,green_synthesis using aqueous Brassica rapa leaf,hexagonal,disc_diffusion,Enterobacter cloacae,48.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,40.0,41.23,41.23,12.0,30.0,2.0,Enterobacter,Enterobacter cloacae
773,773,Ag,green_synthesis using aqueous Brassica rapa leaf,hexagonal,disc_diffusion,Enterobacter cloacae,48.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,40.0,27.43,27.43,12.0,30.0,2.0,Enterobacter,Enterobacter cloacae
774,774,Ag,green_synthesis using aqueous Brassica rapa leaf,hexagonal,disc_diffusion,Enterobacter cloacae,48.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,40.0,26.38,26.38,12.0,30.0,2.0,Enterobacter,Enterobacter cloacae
775,775,Ag,green_synthesis using aqueous Brassica rapa leaf,hexagonal,disc_diffusion,Micrococcus luteus,48.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,40.0,41.23,41.23,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
776,776,Ag,green_synthesis using aqueous Brassica rapa leaf,hexagonal,disc_diffusion,Micrococcus luteus,48.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,40.0,38.0,38.0,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
777,777,Ag,green_synthesis using aqueous Brassica rapa leaf,hexagonal,disc_diffusion,Micrococcus luteus,48.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,40.0,27.43,27.43,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
778,778,Ag,green_synthesis using aqueous Brassica rapa leaf,hexagonal,disc_diffusion,Micrococcus luteus,48.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,40.0,26.38,26.38,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
779,779,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,10.0,30.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
780,780,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,10.0,10.0,30.0,24.0,30.0,2.0,Klebsiella,Klebsiella pneumoniae
781,781,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.0,10.0,30.0,48.0,37.0,2.0,Escherichia,Escherichia coli
782,782,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,10.0,10.0,30.0,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
783,783,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,10.0,30.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
784,784,Ag,green_synthesis using aqueous Cassiarox burghii leaf extract,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,10.0,30.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
785,785,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,1000.0,30.0,40.0,2.0,30.0,2.0,Serratia,Serratia marcescens
786,786,Ag,green_synthesis using the methanolic extracts of marine algae (V. pachynema),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,1000.0,30.0,40.0,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
787,787,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,1000.0,55.0,70.0,2.0,30.0,2.0,Serratia,Serratia marcescens
788,788,Ag,green_synthesis using the methanolic extracts of marine algae (S. wightii),spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,1000.0,55.0,70.0,240.0,30.0,1.0,Micrococcus,Micrococcus luteus
789,789,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,20.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
790,790,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,15.0,20.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
791,791,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,20.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
792,792,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,5.0,20.0,20.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
793,793,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,20.0,20.0,20.0,48.0,37.0,2.0,Candida,Candida albicans
794,794,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,15.0,20.0,20.0,48.0,37.0,2.0,Candida,Candida albicans
795,795,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,10.0,20.0,20.0,48.0,37.0,2.0,Candida,Candida albicans
796,796,Ag,green_synthesis using grape juice,spherical,disc_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,5.0,20.0,20.0,48.0,37.0,2.0,Candida,Candida albicans
797,797,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,2.26,10.34,48.0,37.0,2.0,Escherichia,Escherichia coli
798,798,Ag,chemical_synthesis using sodium borohydride and copper ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,6.86,16.53,48.0,37.0,2.0,Escherichia,Escherichia coli
799,799,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,2.26,10.34,48.0,37.0,2.0,Escherichia,Escherichia coli
800,800,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,2.26,10.34,48.0,37.0,2.0,Escherichia,Escherichia coli
801,801,Ag,chemical_synthesis using sodium borohydride and copper ions,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,101.0,6.86,16.53,48.0,37.0,2.0,Escherichia,Escherichia coli
802,802,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,102.0,2.26,10.34,0.16,30.0,1.0,Bacillus,Bacillus subtilis
803,803,Ag,chemical_synthesis using sodium borohydride and copper ions,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,6.86,16.53,0.16,30.0,1.0,Bacillus,Bacillus subtilis
804,804,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,100.0,2.26,10.34,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
805,805,Ag,chemical_synthesis using sodium borohydride and copper ions,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,103.0,6.86,16.53,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
806,806,Ag,chemical_synthesis using sodium borohydride and copper ions,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,100.0,6.86,16.53,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
807,807,Ag,chemical_synthesis using sodium borohydride and silver ions,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,104.0,2.26,10.34,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
808,808,Ag,chemical_synthesis using sodium borohydride and copper ions,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,100.0,6.86,16.53,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
809,809,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,65.0,40.0,40.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
810,810,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,65.0,40.0,40.0,2.0,30.0,2.0,Serratia,Serratia marcescens
811,811,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Proteus mirabilis,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,65.0,40.0,40.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
812,812,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Citrobacter freundii,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,65.0,40.0,40.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
813,813,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,65.0,40.0,40.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
814,814,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,65.0,40.0,40.0,2.0,30.0,2.0,Serratia,Serratia marcescens
815,815,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Proteus mirabilis,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,65.0,40.0,40.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
816,816,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Citrobacter freundii,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,65.0,40.0,40.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
817,817,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,130.0,40.0,40.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
818,818,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,130.0,40.0,40.0,2.0,30.0,2.0,Serratia,Serratia marcescens
819,819,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Proteus mirabilis,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,130.0,40.0,40.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
820,820,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Citrobacter freundii,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,130.0,40.0,40.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
821,821,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,130.0,40.0,40.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
822,822,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,130.0,40.0,40.0,2.0,30.0,2.0,Serratia,Serratia marcescens
823,823,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Proteus mirabilis,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,130.0,40.0,40.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
824,824,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Citrobacter freundii,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,130.0,40.0,40.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
825,825,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,195.0,40.0,40.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
826,826,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,195.0,40.0,40.0,2.0,30.0,2.0,Serratia,Serratia marcescens
827,827,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Proteus mirabilis,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,195.0,40.0,40.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
828,828,Ag,chemical_synthesis using zinc nitrate,spherical,well_diffusion,Citrobacter freundii,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,195.0,40.0,40.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
829,829,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,195.0,40.0,40.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
830,830,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Serratia marcescens,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,195.0,40.0,40.0,2.0,30.0,2.0,Serratia,Serratia marcescens
831,831,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Proteus mirabilis,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,195.0,40.0,40.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
832,832,Ag,chemical_synthesis using zinc nitrate,spherical,disc_diffusion,Citrobacter freundii,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,195.0,40.0,40.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
833,833,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Staphylococcus aureus,72.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,65.0,25.0,25.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
834,834,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Serratia marcescens,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,65.0,25.0,25.0,2.0,30.0,2.0,Serratia,Serratia marcescens
835,835,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Proteus mirabilis,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,65.0,25.0,25.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
836,836,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Citrobacter freundii,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,65.0,25.0,25.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
837,837,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Staphylococcus aureus,72.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,65.0,25.0,25.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
838,838,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Serratia marcescens,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Bacteria,opportunistic pathogen,n,water,65.0,25.0,25.0,2.0,30.0,2.0,Serratia,Serratia marcescens
839,839,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Proteus mirabilis,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,65.0,25.0,25.0,24.0,37.0,2.0,Proteus,Proteus mirabilis
840,840,Ag,green_synthesis using Aloe vera leaf,spherical,disc_diffusion,Citrobacter freundii,72.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,water,65.0,25.0,25.0,12.0,37.0,2.0,Citrobacter,Citrobacter freundii
841,841,Ag,green_synthesis using Aloe vera leaf,spherical,well_diffusion,Staphylococcus aureus,72.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,130.0,25.0,25.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
