,NP_Synthesis,shape,method,Bacteria,NP size_min (nm),NP size_max (nm),MDR,MIC_NP (μg/ml),time (hr),Superkingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C ",biosafety_level
5741,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5742,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5743,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5744,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5745,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,6.0,12.0,24.0,37.0,1
5746,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,4.0,6.0,37.0,2
5747,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,5.0,8.0,37.0,2
5748,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,12.0,37.0,2
5749,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,2
5750,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5751,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,18.0,37.0,1
5752,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,1
5753,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5754,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5755,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.5,7.0,24.0,37.0,1
5756,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5757,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,8.0,37.0,1
5758,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,2.0,6.0,12.0,37.0,1
5759,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5760,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5761,Green synthesis using Spirogyra varians,spherical_quasi,MBC,Escherichia coli,31.3,35.0,0.0,0.25,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,4.0,8.0,12.0,37.0,1
5762,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,1.5,4.0,24.0,37.0,1
5763,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,1.5,2.0,4.0,37.0,1
5764,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.0,2.0,4.0,37.0,2
5765,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5766,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5767,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5768,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5769,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,6.0,12.0,24.0,37.0,1
5770,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,4.0,6.0,37.0,2
5771,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,5.0,8.0,37.0,2
5772,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,12.0,37.0,2
5773,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,2
5774,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5775,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,18.0,37.0,1
5776,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,1
5777,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5778,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5779,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.5,7.0,24.0,37.0,1
5780,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5781,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,8.0,37.0,1
5782,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,2.0,6.0,12.0,37.0,1
5783,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5784,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5785,Green synthesis using Areca catechu L. nut,spherical,MIC,Escherichia coli,10.0,20.0,0.0,4.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,4.0,8.0,12.0,37.0,1
5786,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,1.5,4.0,24.0,37.0,1
5787,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,1.5,2.0,4.0,37.0,1
5788,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.0,2.0,4.0,37.0,2
5789,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5790,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5791,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5792,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5793,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,6.0,12.0,24.0,37.0,1
5794,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,4.0,6.0,37.0,2
5795,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,5.0,8.0,37.0,2
5796,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,12.0,37.0,2
5797,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,2
5798,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5799,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,18.0,37.0,1
5800,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,1
5801,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5802,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5803,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.5,7.0,24.0,37.0,1
5804,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5805,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,8.0,37.0,1
5806,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,2.0,6.0,12.0,37.0,1
5807,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5808,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5809,Green synthesis using Areca catechu L. nut,spherical,MBC,Escherichia coli,10.0,20.0,0.0,8.0,30.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,4.0,8.0,12.0,37.0,1
5810,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,1.5,4.0,24.0,37.0,1
5811,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,1.5,2.0,4.0,37.0,1
5812,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.0,2.0,4.0,37.0,2
5813,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5814,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5815,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5816,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,8.0,12.0,37.0,2
5817,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,6.0,12.0,24.0,37.0,1
5818,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,4.0,6.0,37.0,2
5819,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,5.0,8.0,37.0,2
5820,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,12.0,37.0,2
5821,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,2
5822,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5823,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,18.0,37.0,1
5824,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,12.0,24.0,37.0,1
5825,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5826,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,6.0,18.0,24.0,37.0,2
5827,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.5,7.0,24.0,37.0,1
5828,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5829,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,2.0,6.0,8.0,37.0,1
5830,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,2.0,6.0,12.0,37.0,1
5831,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5832,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,4.0,8.0,12.0,37.0,1
5833,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,4.0,8.0,12.0,37.0,1
5834,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,1.5,4.0,24.0,37.0,1
5835,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,1.5,2.0,4.0,37.0,1
5836,Chemical synthesis using gum kondagogu,spherical,MIC,Escherichia coli,1.4,7.6,0.0,2.0,24.0,Prokaryota,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,1.0,2.0,4.0,37.0,2
